"hero_id","hero_name","cb_id","cb_lang_id","cb_params","de_id","de_lang_id","de_params","fam_1_id","fam_1_lang_id","fam_1_params","fam_2_id","fam_2_lang_id","fam_2_params","passive_1_id","passive_1_params","passive_2_id","passive_2_params","passive_3_id","passive_3_params","prop_1_id","prop_1_lang_id","prop_1_nested_1_collection_name","prop_1_nested_1_id","prop_1_nested_1_lang_id","prop_1_nested_1_params","prop_1_nested_2_collection_name","prop_1_nested_2_id","prop_1_nested_2_lang_id","prop_1_nested_2_params","prop_1_params","prop_2_id","prop_2_lang_id","prop_2_nested_1_collection_name","prop_2_nested_1_id","prop_2_nested_1_lang_id","prop_2_nested_1_params","prop_2_nested_2_collection_name","prop_2_nested_2_id","prop_2_nested_2_lang_id","prop_2_nested_2_params","prop_2_params","prop_3_id","prop_3_lang_id","prop_3_nested_1_id","prop_3_nested_1_lang_id","prop_3_nested_1_params","prop_3_nested_2_id","prop_3_nested_2_lang_id","prop_3_nested_2_params","prop_3_params","se_1_id","se_1_lang_id","se_1_nested_1_id","se_1_nested_1_lang_id","se_1_nested_1_params","se_1_nested_2_id","se_1_nested_2_lang_id","se_1_nested_2_params","se_1_params","se_2_id","se_2_lang_id","se_2_nested_1_id","se_2_nested_1_lang_id","se_2_nested_1_params","se_2_nested_2_id","se_2_nested_2_lang_id","se_2_nested_2_params","se_2_params","se_3_id","se_3_lang_id","se_3_nested_1_id","se_3_nested_1_lang_id","se_3_nested_1_params","se_3_params","se_4_id","se_4_lang_id","se_4_nested_1_id","se_4_nested_1_lang_id","se_4_nested_1_params","se_4_nested_2_id","se_4_nested_2_lang_id","se_4_nested_2_params","se_4_params","se_5_id","se_5_lang_id","se_5_params"
"lionman_barbarian","Azlar","","","","","specials.v2.directeffect.damage.all.enemies","{""HEALTH"": 205}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","burn_more","specials.v2.statuseffect.major.burn.all.enemies","","","","","","","{""TURNS"": 6, ""DAMAGE"": 630}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"nomad_female_captain","Marjana","","","","","specials.v2.directeffect.damage.single.enemies","{""HEALTH"": 458}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","burn_more","specials.v2.statuseffect.minor.burn.single.enemies","","","","","","","{""TURNS"": 6, ""DAMAGE"": 528}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"nomad_female_lord","Elena","","","","","specials.v2.directeffect.damage.all.enemies","{""HEALTH"": 202}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","counter_attack_boril_cyprian","specials.v2.statuseffect.major.counterattack.neartotarget.allies","","","","","","","{""TURNS"": 5, ""DEFLECTION"": 125.0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"tribal_chief","Khagan","","","","","specials.v2.directeffect.damage.neartotarget.enemies","{""HEALTH"": 380}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mana_regen","specials.v2.statuseffect.minor.managenerationmodifier.neartotarget.allies","","","","","","","{""TURNS"": 5, ""MANAREGEN"": 24.0}","defensive_tactics","specials.v2.statuseffect.major.defensemodifier.neartotarget.allies","","","","","","","{""TURNS"": 5, ""DEFENSE"": 63.0}","","","","","","","","","","","","","","","","","",""
"forest_female_warrior","Aife","","","","","specials.v2.directeffect.damage.single.enemies","{""HEALTH"": 275}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"forest_woodsman","Derric","","","","","specials.v2.directeffect.damage.single.enemies","{""HEALTH"": 255}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"trainer_green_common","trainer_green_common","","","","","specials.v2.directeffect.damage.single.enemies","{""HEALTH"": 150}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"forest_female_illusionist","Jenneh","","","","","specials.v2.directeffect.damage.single.enemies","{""HEALTH"": 245}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"forest_thug","Brogan","","","","","specials.v2.directeffect.damage.neartotargetminor.enemies","{""HEALTH"": 200}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"goblin_archer","Needler","","","","","specials.v2.directeffect.damage.single.enemies","{""HEALTH"": 250}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"trainer_green_uncommon","trainer_green_uncommon","","","","","specials.v2.directeffect.damage.single.enemies","{""HEALTH"": 150}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"forest_archer","Berden","","","","","specials.v2.directeffect.damage.single.enemies","{""HEALTH"": 325}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","stun","specials.v2.statuseffect.major.attackmodifier.single.enemies","","","","","","","{""TURNS"": 6, ""ATTACK"": -34.0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"forest_female_druid","Brienne","","","","direct_effect_no_type","N/A","{}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","berserk","specials.v2.statuseffect.minor.berserk.all.allies","","","","","","","{""TURNS"": 5, ""MAXMODIFIER"": 40, ""ATTACK"": 145.0, ""CHANGE"": 20.0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"forest_female_spirit","Belith","clear_buffs_effect","specials.v2.clearbuffs.minorbuff.all.enemies","{}","","specials.v2.directeffect.heal.all.allies","{""HEALTH"": 32}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"forest_friar","Friar Tuck","","","","","specials.v2.directeffect.heal.neartotarget.allies","{""HEALTH"": 37}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mana_regen","specials.v2.statuseffect.minor.managenerationmodifier.neartotarget.allies","","","","","","","{""TURNS"": 3, ""MANAREGEN"": 24.0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"goblin_fighter","Carver","","","","","specials.v2.directeffect.damage.all.enemies","{""HEALTH"": 125}","","","","","","","","","","","","","mana_reduction_secondary_effect_all_enemies_more","specials.v2.property.secondarydirecteffect.addmana.all.enemies.decrement","","","","","","","","","{""SECONDARYABSPOWER"": -16.0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"lizardman_warrior","Isshtak","","","","","specials.v2.directeffect.damage.neartotargetminor.enemies","{""HEALTH"": 260}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"trainer_green_rare","trainer_green_rare","","","","","specials.v2.directeffect.damage.single.enemies","{""HEALTH"": 150}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"elven_captain","Caedmon","clear_buffs_effect","specials.v2.clearbuffs.minorbuff.all.enemies","{}","","specials.v2.directeffect.damage.single.enemies","{""HEALTH"": 345}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"forest_mage","Melendor","clear_buffs_effect","specials.v2.clearbuffs.minorbuff.all.enemies","{}","","specials.v2.directeffect.heal.all.allies","{""HEALTH"": 42}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"forest_woodsman_warrior","Little John","","","","","specials.v2.directeffect.damage.all.enemies","{""HEALTH"": 185}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","dizzy","specials.v2.statuseffect.minor.managenerationmodifier.all.enemies","","","","","","","{""TURNS"": 3, ""MANAREGEN"": -64.0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"goblin_mage","Skittleskull","","","","","specials.v2.directeffect.damage.all.enemies","{""HEALTH"": 185}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","stun","specials.v2.statuseffect.minor.attackmodifier.all.enemies","","","","","","","{""TURNS"": 6, ""ATTACK"": -34.0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"lizardman_trapper","Kashhrek","","","","","specials.v2.directeffect.heal.neartotarget.allies","{""HEALTH"": 45}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","barrier_fire","specials.v2.statuseffect.minor.reddefensemodifier.neartotarget.allies","","","","","","","{""TURNS"": 3, ""DEFENSE"": 94.0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"trainer_green_epic","trainer_green_epic","","","","","specials.v2.directeffect.damage.single.enemies","{""HEALTH"": 150}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"elven_archer","Lianna","","","","","specials.v2.directeffect.damage.single.enemies","{""HEALTH"": 512}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"forest_female_elf","Kadilen","","","","","specials.v2.directeffect.damage.all.enemies","{""HEALTH"": 190}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mage_armor","specials.v2.statuseffect.minor.specialskilldefensemodifier.all.allies","","","","","","","{""TURNS"": 3, ""SPECIALSKILLDEFENSE"": -98.0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"forest_male_elf","Elkanen","","","","","specials.v2.directeffect.damage.neartotargetminor.enemies","{""HEALTH"": 330}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"forest_titan","Horghall","","","","","specials.v2.directeffect.damage.all.enemies","{""HEALTH"": 280}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","stun","specials.v2.statuseffect.minor.attackmodifier.all.enemies","","","","","","","{""TURNS"": 6, ""ATTACK"": -34.0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"nordic_female_scout","Sigrunn","","","","","specials.v2.directeffect.damage.single.enemies","{""HEALTH"": 275}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"nordic_warrior","Brand","","","","","specials.v2.directeffect.damage.all.enemies","{""HEALTH"": 115}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"trainer_blue_common","trainer_blue_common","","","","","specials.v2.directeffect.damage.single.enemies","{""HEALTH"": 150}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dwarven_scout","Toril","","","","direct_effect_no_type","N/A","{}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"nordic_female_warrior","Ragnhild","","","","","specials.v2.directeffect.damage.all.enemies","{""HEALTH"": 115}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"royal_pikeman","Olaf","","","","direct_effect_no_type","N/A","{}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"trainer_blue_uncommon","trainer_blue_uncommon","","","","","specials.v2.directeffect.damage.single.enemies","{""HEALTH"": 150}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dwarven_smasher","Karil","","","","","specials.v2.directeffect.damage.neartotargetminor.enemies","{""HEALTH"": 260}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"nordic_chained_werewolf","Graymane","","","","","specials.v2.directeffect.damage.single.enemies","{""HEALTH"": 225}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"nordic_mage","Ulmer","","","","","specials.v2.directeffect.damage.all.enemies","{""HEALTH"": 116}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","brittle","specials.v2.statuseffect.minor.defensemodifier.all.enemies","","","","","","","{""TURNS"": 6, ""DEFENSE"": -34.0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"nordic_swordman","Valen","","","","","specials.v2.directeffect.damage.single.enemies","{""HEALTH"": 300}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","brittle","specials.v2.statuseffect.minor.defensemodifier.single.enemies","","","","","","","{""TURNS"": 6, ""DEFENSE"": -34.0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"royal_knight","Gunnar","","","","direct_effect_no_type","N/A","{}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","soul_connection","specials.v2.statuseffect.minor.soulconnection.all.allies","","","","","","","{""TURNS"": 5}","defensive_tactics","specials.v2.statuseffect.major.defensemodifier.all.allies","","","","","","","{""TURNS"": 5, ""DEFENSE"": 63.0}","","","","","","","","","","","","","","","","","",""
"trainer_blue_rare","trainer_blue_rare","","","","","specials.v2.directeffect.damage.single.enemies","{""HEALTH"": 150}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dwarven_guard","Boril","","","","direct_effect_no_type","N/A","{}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","counter_attack_boril_cyprian","specials.v2.statuseffect.major.counterattack.neartotarget.allies","","","","","","","{""TURNS"": 5, ""DEFLECTION"": 125.0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dwarwen_brewmaster","Kiril","","","","","specials.v2.directeffect.heal.all.allies","{""HEALTH"": 28}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","basic_attack","specials.v2.statuseffect.minor.attackmodifier.all.allies","","","","","","","{""TURNS"": 3, ""ATTACK"": 30.0}","basic_defense","specials.v2.statuseffect.major.defensemodifier.all.allies","","","","","","","{""TURNS"": 3, ""DEFENSE"": 30.0}","","","","","","","","","","","","","","","","","",""
"nordic_ancestral_warrior","Grimm","","","","","specials.v2.directeffect.damage.neartotargetminor.enemies","{""HEALTH"": 295}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","brittle","specials.v2.statuseffect.minor.defensemodifier.neartotarget.enemies","","","","","","","{""TURNS"": 6, ""DEFENSE"": -34.0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"royal_female_knight","Sonya","clear_buffs_effect","specials.v2.clearbuffs.minorbuff.all.enemies","{}","","specials.v2.directeffect.damage.single.enemies","{""HEALTH"": 345}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"trainer_blue_epic","trainer_blue_epic","","","","","specials.v2.directeffect.damage.single.enemies","{""HEALTH"": 150}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"exalted_warrior","Magni","","","","","specials.v2.directeffect.damage.single.enemies","{""HEALTH"": 420}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","defensive_tactics","specials.v2.statuseffect.major.defensemodifier.neartotarget.allies","","","","","","","{""TURNS"": 4, ""DEFENSE"": 63.0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"nordic_ice_enchantress","Isarnia","","","","","specials.v2.directeffect.damage.all.enemies","{""HEALTH"": 235}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","brittle_more","specials.v2.statuseffect.minor.defensemodifier.all.enemies","","","","","","","{""TURNS"": 6, ""DEFENSE"": -44.0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"nordic_male_lord","Richard","","","","","specials.v2.directeffect.damage.neartotargetminor.enemies","{""HEALTH"": 415}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","stun","specials.v2.statuseffect.minor.attackmodifier.neartotarget.enemies","","","","","","","{""TURNS"": 6, ""ATTACK"": -34.0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"royal_knight_commander","Thorne","","","","","specials.v2.directeffect.damage.neartotargetminor.enemies","{""HEALTH"": 490}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"oriental_female_ninja","Hikaru","","","","direct_effect_no_type","N/A","{}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"oriental_warrior","Kenjiro","","","","","specials.v2.directeffect.damage.all.enemies","{""HEALTH"": 115}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"trainer_yellow_common","trainer_yellow_common","","","","","specials.v2.directeffect.damage.single.enemies","{""HEALTH"": 150}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"oriental_monkey_warrior","Hou","","","","direct_effect_no_type","N/A","{}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"oriental_panda_scout","Sha Ji","","","","","specials.v2.directeffect.heal.all.allies","{""HEALTH"": 28}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"oriental_squire","Nash","","","","","specials.v2.directeffect.damage.single.enemies","{""HEALTH"": 195}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","stun","specials.v2.statuseffect.major.attackmodifier.single.enemies","","","","","","","{""TURNS"": 6, ""ATTACK"": -34.0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"trainer_yellow_uncommon","trainer_yellow_uncommon","","","","","specials.v2.directeffect.damage.single.enemies","{""HEALTH"": 150}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"oriental_brawler","Bane","","","","","specials.v2.directeffect.damage.single.enemies","{""HEALTH"": 300}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","blind","specials.v2.statuseffect.minor.accuracymodifier.single.enemies","","","","","","","{""TURNS"": 4, ""ACCURACY"": -135.0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"oriental_female_guard","Dawa","","","","","specials.v2.directeffect.damage.neartotargetminor.enemies","{""HEALTH"": 210}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"oriental_female_mage","Kailani","","","","direct_effect_no_type","N/A","{}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","soul_connection","specials.v2.statuseffect.minor.soulconnection.all.allies","","","","","","","{""TURNS"": 5}","defensive_tactics","specials.v2.statuseffect.major.defensemodifier.all.allies","","","","","","","{""TURNS"": 5, ""DEFENSE"": 63.0}","","","","","","","","","","","","","","","","","",""
"oriental_panda_berserker","Gan Ju","","","","","specials.v2.directeffect.damage.single.enemies","{""HEALTH"": 270}","","","","","","","","","","","","","mana_reduction_secondary_effect_single_enemy","specials.v2.property.secondarydirecteffect.addmana.single.enemies.decrement","","","","","","","","","{""SECONDARYABSPOWER"": -25.0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"trainer_yellow_rare","trainer_yellow_rare","","","","","specials.v2.directeffect.damage.single.enemies","{""HEALTH"": 150}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"oriental_falconer","Chao","","","","","specials.v2.directeffect.damage.single.enemies","{""HEALTH"": 315}","","","","","","","","","","","","","mana_reduction_secondary_effect_single_enemy","specials.v2.property.secondarydirecteffect.addmana.single.enemies.decrement","","","","","","","","","{""SECONDARYABSPOWER"": -25.0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"oriental_female_templar","Li Xiu","","","","","specials.v2.directeffect.damage.all.enemies","{""HEALTH"": 150}","","","","","","","","","","","","","mana_reduction_secondary_effect_all_enemies_more_more","specials.v2.property.secondarydirecteffect.addmana.all.enemies.decrement","","","","","","","","","{""SECONDARYABSPOWER"": -20.0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"oriental_monkey_captain","Wu Kong","","","","direct_effect_no_type","N/A","{}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gamble","specials.v2.statuseffect.minor.gamble.all.allies","","","","","","","{""TURNS"": 5, ""ATTACK"": 285.0, ""ACCURACY"": 68.0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"oriental_panda_warrior","Hu Tao","","","","","specials.v2.directeffect.damage.all.enemies","{""HEALTH"": 210}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","blind_more","specials.v2.statuseffect.minor.accuracymodifier.all.enemies","","","","","","","{""TURNS"": 4, ""ACCURACY"": -140.0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"trainer_yellow_epic","trainer_yellow_epic","","","","","specials.v2.directeffect.damage.single.enemies","{""HEALTH"": 150}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"exalted_female_statue","Justice","","","","","specials.v2.directeffect.damage.all.enemies","{""HEALTH"": 285}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","blind_more","specials.v2.statuseffect.minor.accuracymodifier.all.enemies","","","","","","","{""TURNS"": 4, ""ACCURACY"": -140.0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"oriental_enchanted_monk","Joon","","","","","specials.v2.directeffect.damage.single.enemies","{""HEALTH"": 468}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","blind_more","specials.v2.statuseffect.minor.accuracymodifier.single.enemies","","","","","","","{""TURNS"": 6, ""ACCURACY"": -140.0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"oriental_female_mystic","Vivica","clear_buffs_effect","specials.v2.clearbuffs.minordebuff.all.allies","{}","","specials.v2.directeffect.heal.all.allies","{""HEALTH"": 44}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","defensive_tactics","specials.v2.statuseffect.major.defensemodifier.all.allies","","","","","","","{""TURNS"": 4, ""DEFENSE"": 63.0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"oriental_warrior_king","Leonidas","","","","","specials.v2.directeffect.damage.single.enemies","{""HEALTH"": 415}","","","","","","","","","","","","","mana_reduction_secondary_effect_single_enemy_more","specials.v2.property.secondarydirecteffect.addmana.single.enemies.decrement","","","","","","","","","{""SECONDARYABSPOWER"": -40.0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"blackguard_female_archer","Nightshade","","","","","specials.v2.directeffect.damage.single.enemies","{""HEALTH"": 250}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"cultist_thief","Fletcher","","","","direct_effect_no_type","N/A","{}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"trainer_purple_common","trainer_purple_common","","","","","specials.v2.directeffect.damage.single.enemies","{""HEALTH"": 150}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"blackguard_scout","Julius","","","","","specials.v2.directeffect.damage.single.enemies","{""HEALTH"": 250}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"cultist_female_poisoner","Layla","","","","","specials.v2.directeffect.damage.single.enemies","{""HEALTH"": 290}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","poison","specials.v2.statuseffect.minor.poison.single.enemies","","","","","","","{""TURNS"": 6, ""DAMAGE"": 78}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"trainer_purple_uncommon","trainer_purple_uncommon","","","","","specials.v2.directeffect.damage.single.enemies","{""HEALTH"": 150}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"undead_screaming_zombie","Silthus","","","","direct_effect_no_type","N/A","{}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"blackguard_female_captain","Prisca","","","","","specials.v2.directeffect.damage.single.enemies","{""HEALTH"": 235}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"blackguard_skulker","Renfeld","","","","","specials.v2.directeffect.damage.single.enemies","{""HEALTH"": 215}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
